subscription_start_date,subscription_end_date,name,dmrc
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/2/15,9/2/16,Product H,16.58333333
9/19/15,9/19/16,Product H,16.58333333
9/19/15,9/19/16,Product H,16.58333333
9/19/15,9/19/16,Product H,16.58333333
9/20/15,9/20/16,Product H,16.58333333
9/20/15,9/20/16,Product H,16.58333333
9/20/15,9/20/16,Product H,16.58333333
9/20/15,9/20/16,Product H,16.58333333
9/20/15,9/20/16,Product H,16.58333333
9/20/15,9/20/16,Product H,16.58333333
9/20/15,9/20/16,Product H,16.58333333
9/20/15,9/20/16,Product H,16.58333333
9/20/15,9/20/16,Product H,16.58333333
9/21/15,9/21/16,Product H,16.58333333
9/21/15,9/21/16,Product H,16.58333333
9/21/15,9/21/16,Product H,16.58333333
9/21/15,9/21/16,Product H,16.58333333
9/21/15,9/21/16,Product H,16.58333333
9/21/15,9/21/16,Product H,16.58333333
9/29/15,9/29/16,Product X,16.58333333
10/1/15,10/1/16,Product X,16.58333333
10/23/15,10/23/16,Product X,16.58333333
12/11/15,12/11/16,Product X,16.58333333
12/31/15,12/31/16,Product X,16.58333333
1/26/16,1/26/17,Product X,16.58333333
4/4/15,4/4/16,Product X,16.58333333
4/7/15,4/7/16,Product X,16.58333333
4/7/15,4/7/16,Product X,16.58333333
4/8/15,4/8/16,Product X,16.58333333
4/8/15,4/8/16,Product X,16.58333333
4/12/15,4/12/16,Product X,16.58333333
4/13/15,4/13/16,Product X,16.58333333
4/14/15,4/14/16,Product X,16.58333333
4/14/15,4/14/16,Product X,16.58333333
4/15/15,4/15/16,Product X,16.58333333
4/15/15,4/15/16,Product X,16.58333333
4/16/15,4/16/16,Product X,16.58333333
4/16/15,4/16/16,Product X,16.58333333
4/20/15,4/20/16,Product X,16.58333333
4/21/15,4/21/16,Product X,16.58333333
4/22/15,4/22/16,Product X,16.58333333
4/23/15,4/23/16,Product X,16.58333333
4/24/15,4/24/16,Product X,16.58333333
4/25/15,4/25/16,Product X,16.58333333
4/26/15,4/26/16,Product X,16.58333333
4/26/15,4/26/16,Product X,16.58333333
4/27/15,4/27/16,Product X,16.58333333
4/27/15,4/27/16,Product X,16.58333333
4/28/15,4/28/16,Product X,16.58333333
4/28/15,4/28/16,Product X,16.58333333
4/28/15,4/28/16,Product X,16.58333333
4/28/15,4/28/16,Product X,16.58333333
4/28/15,4/28/16,Product X,16.58333333
4/29/15,4/29/16,Product X,16.58333333
4/29/15,4/29/16,Product X,16.58333333
4/29/15,4/29/16,Product X,16.58333333
4/30/15,4/30/16,Product X,16.58333333
4/30/15,4/30/16,Product X,16.58333333
5/1/15,5/1/16,Product X,16.58333333
5/2/15,5/2/16,Product X,16.58333333
5/3/15,5/3/16,Product X,16.58333333
5/4/15,5/4/16,Product X,16.58333333
5/5/15,5/5/16,Product X,16.58333333
5/5/15,5/5/16,Product X,16.58333333
5/6/15,5/6/16,Product X,16.58333333
5/6/15,5/6/16,Product X,16.58333333
5/6/15,5/6/16,Product X,16.58333333
5/7/15,5/7/16,Product X,16.58333333
5/11/15,5/11/16,Product X,16.58333333
5/12/15,5/12/16,Product X,16.58333333
5/12/15,5/12/16,Product X,16.58333333
5/12/15,5/12/16,Product X,16.58333333
5/12/15,5/12/16,Product X,16.58333333
5/12/15,5/12/16,Product X,16.58333333
5/12/15,5/12/16,Product X,16.58333333
5/12/15,5/12/16,Product X,16.58333333
5/12/15,5/12/16,Product X,16.58333333
5/12/15,5/12/16,Product X,16.58333333
5/12/15,5/12/16,Product X,16.58333333
5/12/15,5/12/16,Product X,16.58333333
5/13/15,5/13/16,Product X,16.58333333
5/13/15,5/13/16,Product X,16.58333333
5/15/15,5/15/16,Product X,16.58333333
5/15/15,5/15/16,Product X,16.58333333
5/17/15,5/17/16,Product X,16.58333333
5/21/15,5/21/16,Product X,16.58333333
5/23/15,5/23/16,Product X,16.58333333
5/24/15,5/24/16,Product X,16.58333333
5/25/15,5/25/16,Product X,16.58333333
5/28/15,5/28/16,Product X,16.58333333
5/31/15,5/31/16,Product X,16.58333333
6/2/15,6/2/16,Product X,16.58333333
6/2/15,6/2/16,Product X,16.58333333
6/3/15,6/3/16,Product X,16.58333333
6/3/15,6/3/16,Product X,16.58333333
6/5/15,6/5/16,Product X,16.58333333
6/5/15,6/5/16,Product X,16.58333333
6/11/15,6/11/16,Product X,16.58333333
6/13/15,6/13/16,Product X,16.58333333
6/13/15,6/13/16,Product X,16.58333333
6/15/15,6/15/16,Product X,16.58333333
6/15/15,6/15/16,Product X,16.58333333
6/15/15,6/15/16,Product X,16.58333333
6/23/15,6/23/16,Product X,16.58333333
6/24/15,6/24/16,Product X,16.58333333
6/24/15,6/24/16,Product X,16.58333333
7/4/15,7/4/16,Product X,16.58333333
7/16/15,7/16/16,Product X,16.58333333
7/17/15,7/17/16,Product X,16.58333333
7/18/15,7/18/16,Product X,16.58333333
7/19/15,7/19/16,Product X,16.58333333
7/19/15,7/19/16,Product X,16.58333333
7/20/15,7/20/16,Product X,16.58333333
7/20/15,7/20/16,Product X,16.58333333
7/21/15,7/21/16,Product X,16.58333333
7/25/15,7/25/16,Product X,16.58333333
7/30/15,7/30/16,Product X,16.58333333
8/8/15,8/8/16,Product X,16.58333333
8/12/15,8/12/16,Product X,16.58333333
8/16/15,8/16/16,Product X,16.58333333
8/16/15,8/16/16,Product X,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
8/31/15,8/31/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/1/15,9/1/16,Product H,16.58333333
9/4/15,9/4/16,Product X,16.58333333
9/10/15,9/10/16,Product X,16.58333333
9/17/15,9/17/16,Product X,16.58333333
9/18/15,9/18/16,Product H,16.58333333
9/18/15,9/18/16,Product H,16.58333333
9/19/15,9/19/16,Product H,16.58333333
9/19/15,9/19/16,Product H,16.58333333
9/19/15,9/19/16,Product H,16.58333333
9/20/15,9/20/16,Product H,16.58333333
9/20/15,9/20/16,Product H,16.58333333
9/20/15,9/20/16,Product H,16.58333333
9/20/15,9/20/16,Product H,16.58333333
9/20/15,9/20/16,Product H,16.58333333
9/20/15,9/20/16,Product H,16.58333333
9/21/15,9/21/16,Product H,16.58333333
9/21/15,9/21/16,Product H,16.58333333
9/21/15,9/21/16,Product H,16.58333333
9/21/15,9/21/16,Product H,16.58333333
9/21/15,9/21/16,Product H,16.58333333
9/21/15,9/21/16,Product H,16.58333333
9/21/15,9/21/16,Product H,16.58333333
10/23/15,10/23/16,Product X,16.58333333
12/27/15,12/27/16,Product X,16.58333333
4/4/15,4/4/16,Product X,16.58333333
4/7/15,4/7/16,Product X,16.58333333
4/8/15,4/8/16,Product X,16.58333333
4/8/15,4/8/16,Product X,16.58333333
4/8/15,4/8/16,Product X,16.58333333
4/9/15,4/9/16,Product X,16.58333333
4/12/15,4/12/16,Product X,16.58333333
4/14/15,4/14/16,Product X,16.58333333
4/14/15,4/14/16,Product X,16.58333333
4/14/15,4/14/16,Product X,16.58333333
4/14/15,4/14/16,Product X,16.58333333
4/14/15,4/14/16,Product X,16.58333333
4/15/15,4/15/16,Product X,16.58333333
4/15/15,4/15/16,Product X,16.58333333
4/18/15,4/18/16,Product X,16.58333333
4/19/15,4/19/16,Product X,16.58333333
4/19/15,4/19/16,Product X,16.58333333
4/21/15,4/21/16,Product X,16.58333333
4/21/15,4/21/16,Product X,16.58333333
4/23/15,4/23/16,Product X,16.58333333
4/23/15,4/23/16,Product X,16.58333333
4/24/15,4/24/16,Product X,16.58333333
4/24/15,4/24/16,Product X,16.58333333
4/25/15,4/25/16,Product X,16.58333333
4/25/15,4/25/16,Product X,16.58333333
4/25/15,4/25/16,Product X,16.58333333
4/27/15,4/27/16,Product X,16.58333333
4/28/15,4/28/16,Product X,16.58333333
4/28/15,4/28/16,Product X,16.58333333
4/28/15,4/28/16,Product X,16.58333333
4/29/15,4/29/16,Product X,16.58333333
4/29/15,4/29/16,Product X,16.58333333
4/30/15,4/30/16,Product X,16.58333333
4/30/15,4/30/16,Product X,16.58333333
5/1/15,5/1/16,Product X,16.58333333
5/1/15,5/1/16,Product X,16.58333333
5/1/15,5/1/16,Product X,16.58333333
5/2/15,5/2/16,Product X,16.58333333
5/3/15,5/3/16,Product X,16.58333333
5/3/15,5/3/16,Product X,16.58333333
5/5/15,5/5/16,Product X,16.58333333
5/8/15,5/8/16,Product X,16.58333333
5/9/15,5/9/16,Product X,16.58333333
5/12/15,5/12/16,Product X,16.58333333
5/12/15,5/12/16,Product X,16.58333333
5/12/15,5/12/16,Product X,16.58333333
5/13/15,5/13/16,Product X,16.58333333
5/14/15,5/14/16,Product X,16.58333333
5/14/15,5/14/16,Product X,16.58333333
5/15/15,5/15/16,Product X,16.58333333
5/15/15,5/15/16,Product X,16.58333333
5/18/15,5/18/16,Product X,16.58333333
5/18/15,5/18/16,Product X,16.58333333
5/20/15,5/20/16,Product X,16.58333333
5/20/15,5/20/16,Product X,16.58333333
5/22/15,5/22/16,Product X,16.58333333
5/24/15,5/24/16,Product X,16.58333333
5/28/15,5/28/16,Product X,16.58333333
5/31/15,5/31/16,Product X,16.58333333
5/31/15,5/31/16,Product X,16.58333333
6/2/15,6/2/16,Product X,16.58333333
6/2/15,6/2/16,Product X,16.58333333
6/3/15,6/3/16,Product X,16.58333333
6/6/15,6/6/16,Product X,16.58333333
6/8/15,6/8/16,Product X,16.58333333
6/15/15,6/15/16,Product X,16.58333333
6/15/15,6/15/16,Product X,16.58333333
6/18/15,6/18/16,Product X,16.58333333
6/24/15,6/24/16,Product X,16.58333333
6/27/15,6/27/16,Product X,16.58333333
6/27/15,6/27/16,Product X,16.58333333
7/2/15,7/2/16,Product X,16.58333333
7/3/15,7/3/16,Product X,16.58333333
7/4/15,7/4/16,Product X,16.58333333
7/8/15,7/8/16,Product X,16.58333333
7/10/15,7/10/16,Product X,16.58333333
7/14/15,7/14/16,Product X,16.58333333
7/15/15,7/15/16,Product X,16.58333333
7/15/15,7/15/16,Product X,16.58333333
7/16/15,7/16/16,Product X,16.58333333
7/16/15,7/16/16,Product X,16.58333333
7/16/15,7/16/16,Product X,16.58333333
7/16/15,7/16/16,Product X,16.58333333
7/16/15,7/16/16,Product X,16.58333333
7/18/15,7/18/16,Product X,16.58333333
7/19/15,7/19/16,Product X,16.58333333
7/19/15,7/19/16,Product X,16.58333333
7/21/15,7/21/16,Product X,16.58333333
7/21/15,7/21/16,Product X,16.58333333
7/27/15,7/27/16,Product X,16.58333333
8/2/15,8/2/16,Product X,16.58333333
8/7/15,8/7/16,Product X,16.58333333
8/16/15,8/16/16,Product X,16.58333333
8/17/15,8/17/16,Product X,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/25/15,8/25/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/26/15,8/26/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/27/15,8/27/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/28/15,8/28/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/29/15,8/29/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
8/30/15,8/30/16,Product H,16.58333333
